synset_id,pos,definition,wiki,example_count,examples_joined,literal_count
TUR10-0917820,v,"Bir üzüntüye, sıkıntıya yakınmadan katlanmak",,0,,4
TUR10-0917840,v,Olumsuz sonucu yavaş yavaş ortaya çıkmak,,1,"Dur bakalım daha hele, o içtiklerinin acısı bir bir çıkacak ortaya.",1
TUR10-0917970,v,"Üzülmesine sebep olmak, incitmek",,0,,3
TUR10-0917980,n,Acıyabilmek işi veya durumu,,1,Bir başkasına acıyabilmenin üstünlüğünü duymuş olmanın ferahlığı ile uzaklaştı.,1
TUR10-0918030,v,Hastanın kısa sürede iyileşmesi dileğinde bulunmak,,0,,1
TUR10-0918040,v,Gücü yetmemek; becerememek,,0,,1
TUR10-0918050,v,Çok uğraşmasına karşın bir işi yapamamak,,1,Kitaplar Taptuk'u anlatmaktan âciz kalır.,1
TUR10-0918060,n,Âcizleşebilmek durumu,,0,,1
TUR10-0918080,n,Âcizleşmek durumu,,0,,1
TUR10-0918090,v,Âciz duruma gelmek,,0,,1
TUR10-0918100,n,"Medine'de yetişen, koyu renkli, tombul çekirdekli iyi cins bir tür hurma",,0,,1
TUR10-0918120,i,Aç atansa da kaç,,0,,1
TUR10-0918150,b,"Aç olarak, bir şey yemeden",,0,,2
TUR10-0918270,b,Açgözlüye yaraşır bir biçimde,,0,,1
TUR10-0918310,v,Açgözlü duruma gelmek,,0,,1
TUR10-0918320,v,"Bir şeye karşı aşırı istek duymak, doyumsuzca davranmak; tamahkârlık etmek",,0,,1
TUR10-0918350,v,Bir görevliyi geçici bir süre işten uzaklaştırmak,,0,,1
TUR10-0918370,v,İkiden fazla elementin birleşim işlemi sonrasında atom değerleri yüzünden dışarıda element kalmak,,0,,1
TUR10-0918380,v,İşinden çıkarmak,,0,,1
TUR10-0918400,v,Rıhtıma aborda veya kıçtankara olmuş bir gemi bulunduğu yerden kalkarak daha uzaktaki bir yere demirlemek üzere kıyıdan uzaklaşmak,,0,,1
TUR10-0918410,v,"Belli etmek, ortaya çıkarmak",,0,,1
TUR10-0918420,v,Saklamakla görevli bulunduğu paranın veya malın eksik olduğu anlaşılmak,,0,,1
TUR10-0918430,v,"Birinin yaptığı işte hile, yanlış veya usulsüzlük aramak",,0,,1
TUR10-0918440,v,Kasıtlı olarak yaptığı yanlışı veya hileyi yakalamak,,0,,1
TUR10-0918450,v,Eksiğinin veya küçük düşürücü durumunun anlaşılmamasını sağlamak,,0,,2
TUR10-0918480,v,Eksiğini tamamlamak,,0,,2
TUR10-0918500,b,Aradaki farkı çok açarak,,0,,1
TUR10-0918510,v,Sınırsız yetki tanımak,,0,,1
TUR10-0918520,v,"Doğrusunu, açık olanını, anlaşılır biçimini söylemek",,1,Şayet kızar gibi olursa açıkçasını söyleyeyim.,1
TUR10-0918530,v,Herhangi bir sebeple bir filodan veya istenilen yerden uzakta kalmak,,0,,1
TUR10-0918540,v,Yağlı güreşte yenilgi sebebi olan sırtı veya yanı toprağa değmek,,0,,1
TUR10-0918560,n,"Kadın giyiminin kolları, göğsü veya sırtı açıkta bırakan biçimi; dekolte",,0,,1
TUR10-0918570,a,Göreneğe aykırı derecede çıplak,,1,Dekolte elbise,3
TUR10-0918580,v,Kurnazlık ederek amacına ulaşmaya çalışmak,,0,,1
TUR10-0918590,v,"Bütçenin gider fazlasını, para sağlayarak ortadan kaldırmak",,0,,1
TUR10-0918600,n,Herhangi bir konuda son ve kesin sözü söylemeyerek yeniden ele alınabilmesine veya değişik öneriler sunulmasına olanak tanımak anlamındaki açık kapı bırakmak deyiminde geçen bir söz,,0,,1
TUR10-0918610,v,"Gereğinde, bir konuya yeniden dönebilme imkânı bırakmak, kesip atmamak",,0,,1
TUR10-0918620,n,"Her yere girip çıkan, her bulduğunu, gördüğünü alıp giden kimse",,0,,1
TUR10-0918630,v,Gerçeği çekinmeden söylemek,,0,,1
TUR10-0918640,v,Herhangi bir konuyu aydınlığa kavuşturmak amacıyla konuşmak veya yazmak,,1,Yetkililer konu hakkında açıklama yapmadı .,1
TUR10-0918650,a,Anlaşılır duruma getirilebilen,,0,,1
TUR10-0918700,v,İşsiz ve kazançsız kalmak,,0,,1
TUR10-0918840,v,Bir konu veya sorunu anlaşılır duruma getirmek,,0,,1
TUR10-0918870,v,Bir yerde her zaman iyi karşılanmak,,0,,1
TUR10-0918880,v,Dürüst olmak,,0,,1
TUR10-0918910,a,Açık saman renginde olan,,0,,1
TUR10-0918920,v,Anlaşılmayan yön bırakmadan anlatmak,,1,Her şeyi bir kerede açık söyledi .,1
TUR10-0918930,v,Çekinmeden söylemek,,0,,1
TUR10-0918940,v,İş ve görev vermemek,,0,,1
TUR10-0918950,v,Yersiz yurtsuz bırakmak,,0,,1
TUR10-0918960,v,Birkaç kişiye sağlanması gereken olanaktan bir kişiyi yararlandırmamak,,0,,1
TUR10-0918970,v,İş ve görev bulamamak,,0,,2
TUR10-0919000,v,Emek ve sermaye olmadan para kazanmak,,1,Bütün mirasını açıktan kazanarak oluşturmuştu .,2
TUR10-0919010,v,Derece ve belli bir sıra gözetilmeksizin görevlendirmek,,1,Genç öğretmen açıktan atanmıştı .,1
TUR10-0919020,n,Açıktan atanmak işi,,0,,1
TUR10-0919050,v,"Bir iş veya mal için, kararlaştırılmış ücret veya değer dışında para almak",,0,,1
TUR10-0919070,v,Yersiz yurtsuz olmak,,0,,2
TUR10-0919080,v,Birkaç kişinin birlikte eriştiği bir iyilikten yararlanamamak,,0,,2
TUR10-0919090,n,Dış dünya ile her türlü ilişki içinde olan insan topluluğu,,0,,1
TUR10-0919100,v,Bir iş yerinin çalışır durumunu sürdürmek,,0,,1
TUR10-0919110,v,"Geliri, giderini karşılamamak",,0,,1
TUR10-0919120,v,"Gizlenmek istenen bir olayı, bir düşünceyi veya durumu elde olmayarak ortaya koymak, açıklamak",,0,,1
TUR10-0919140,n,"Liman giriş ve çıkışlarında teknelerin kullanabilecekleri, sancak ve iskele şamandıralarıyla işaretlenmiş serbest yol veya kanal",,0,,1
TUR10-0919160,b,"Özü sözü bir olarak, hiçbir şey saklamaksızın",,1,"Açık yüreklilikle söyleyin bana, şefinizin başka biri olmasını yeğlerdiniz, değil mi?",2
TUR10-0919200,n,"Ahşap teknenin değişik yerlerinde kullanılan, özel biçimlerde kesilmiş kaplama parçası",,0,,1
TUR10-0919210,v,Kadın açık saçık giyinmeye başlamak,,0,,1
TUR10-0919220,v,Kadın eskisine göre ölçüsüz davranışlarda bulunmaya başlamak,,0,,1
TUR10-0919370,b,"Mide boşken, henüz bir şey yiyip içmemişken",,1,"Aç karnına sigara içmekle hiç de iyi etmiyorsun, dedi.",1
TUR10-0919380,n,Açkıcının yaptığı iş,,0,,1
TUR10-0919450,v,Açlık duygusunu yatıştırmak,,1,Kaldırılmış harman yerlerinden buğday toplayıp açlığımızı öldürdük.,1
TUR10-0919460,v,Yoksulluk içinde bulunmak,,0,,2
TUR10-0919480,n,Bir ülkede insanların sağlıklı bir biçimde yaşayabilmeleri için sahip olmaları gereken en düşük gelir düzeyi,,0,,1
TUR10-0919530,v,Çok acıkmak,,1,Uzun süre bir şey yemezsem açlıktan gözlerim kararıyor .,7
TUR10-0919550,v,Dayanılmaz derecede acıkmak; çok acıkmak,,0,,1
TUR10-0919580,v,İçinden çıkılması güç durumda kalmak,,0,,1
TUR10-0919590,v,"Bir kimseyi zor duruma sokmak, oyuna getirmek",,0,,2
TUR10-0919610,n,Bir halatın iki ucunu birbirinin üzerinden geçirerek açılmayacakları bir biçimde atılan düğüm,,0,,1
TUR10-0919630,v,Yoksulluktan yaşayamayacak bir duruma gelmek,,1,"Savaşın etkisiyle birçok aile aç susuz kaldı, hayatta kalabilmek için yardımlar bekliyorlardı",1
TUR10-0919640,v,Yoksul bir duruma düşmek,,1,Biz hükumete geldiğimizde memlekette kimse aç susuz kalmayacak!,2
TUR10-0919750,v,Bir dileğin gerçekleşmesi amacıyla kurban kesip yoksullara dağıtmak veya kutsal olduğuna inanılan bir güce niyette bulunmak,,1,"Sen bana niye söylemedin? Sadaka verirdik, adak adardık.",1
TUR10-0919760,n,İstanbul iline bağlı ilçelerden biri,https://tr.wikipedia.org/wiki/Adalar,0,,1
TUR10-0919770,v,"Sanığı, adalet işleriyle uğraşan kuruluşa götürmek",,0,,1
TUR10-0919780,v,"Sanık, adalet işleriyle uğraşan kuruluşa gidip hakkında gerekli işlemin yapılmasını istemek",,0,,1
TUR10-0919790,v,"Birinden anlayış, hoşgörü, yakınlık beklemek",,0,,1
TUR10-0919800,b,Adaletsizlik,,0,,1
TUR10-0919870,v,"Giyim kuşamıyla, davranışlarıyla insana yakışır bir biçim almak",,0,,2
TUR10-0919880,v,Beğenilir duruma gelmek,,1,Badanası vurulunca ev adama döndü,2
TUR10-0919910,v,Son derece kalabalık olmak,,0,,1
TUR10-0919960,a,Bir işi ustalıkla yapan,,0,,1
TUR10-0919980,b,Kişiler arasında ayrıcalık gözeterek,,0,,1
TUR10-0919990,b,Herkesin yeteneğine uygun olarak,,0,,1
TUR10-0920040,v,"Topluluğa karışmak, insanların bulunduğu yerlere gitmek, eşe dosta gitmek",,0,,1
TUR10-0920050,v,"Bir topluluğa girmek, kendisine değer verilir olmak",,0,,1
TUR10-0920060,v,Birini çalıştırmasını bilmek,,0,,1
TUR10-0920070,v,Birini kendi çıkarına alet etmek,,0,,1
TUR10-0920130,v,"Organizmanın bütününde veya bu bütünün bir bölümünde, boyutlar artmak, irileşmek, eskisinden büyük duruma gelmek",,1,"Şu Marmara kıyılarında o sene bol meyve yetişmişti.|Akromegali yüzünden gün geçtikçe daha da bir devleşiyordu.|Bahçedeki meyveler şenelmiş, gecikmeden toplayalım.|Bu yıl bahçedeki sebzeler oldukça iyi gelişti; domatesler hem daha büyük hem de daha lezzetli oldu.",15
TUR10-0920140,v,"İyi yetişmek, iyi bir duruma gelmek",,1,O köyde kim adam olmuş ki ben olayım.,1
TUR10-0920150,v,Toplum kurallarına uyuyor olmak,,0,,1
TUR10-0920160,v,Karşısındakine olduğundan fazla değer verme yanlışına düşmek,,0,,1
TUR10-0920190,v,Daha önce toplumda önemli bir yeri veya özel bir değeri yokken artık kendisine önem ve değer verilmek,,0,,2
TUR10-0920200,v,"Bir kimseye gereğinden fazla değer vermek, saygı duymak",,1,Biz de seni adam yerine koymuştuk.,3
TUR10-0920210,n,Türkiye'nin Akdeniz Bölgesi'nde yer alan illerinden biri,https://tr.wikipedia.org/wiki/Adana,0,,1
TUR10-0920230,v,Uyarlamak,,0,,1
TUR10-0920240,v,Uymak,,0,,1
TUR10-0920280,v,Bir iş veya bir görev için birini aday olarak belirleyip sunmak,,1,Siyasi parti grupları Başkanlık için aday gösteremezler.,2
TUR10-0920300,v,Bir iş veya göreve seçilmek için kendini ileri sürmek,,1,Bankacılardan birkaçının kurgularıyla belediye başkanlığına adaylığını koymuştu.,1
TUR10-0920310,v,Herhangi bir işe alınmak veya seçilmek için istekli olmak,,1,"Her neyse, kim aday olmak istiyorsa söylesin.",1
TUR10-0920320,n,Ad bilimi ile uğraşan kimse,,0,,1
TUR10-0920330,a,Ad bilimi ile ilgili,,0,,1
TUR10-0920340,v,Kuraya tabi olmak,,1,Yüksek Seçim Kurulu Başkanı ve Başkan Vekili ad çekmeye girmezler.,1
TUR10-0920350,v,"Oyunun başlangıcında, alan seçimi, başlama atışı veya karşılama hakkı için öncelik sağlamak amacıyla kura çekmek",,1,"Turnuva haftaya başlıyor, bugün ad çekmeye girecekler.",1
TUR10-0920360,n,İsim kökünden yapım ekleriyle türetilen isim gövdesi,,0,,2
TUR10-0920400,v,Malını mülkünü kaybetmek,,0,,1
TUR10-0920410,v,Bir şeyi alışkanlık ve huy durumuna getirmek,,1,Mutlaka yemeklerimize biber atmayı âdet edinmişiz.,1
TUR10-0920420,v,Kadınlar belirli yaşlar arasında ayda bir döl yatağından kan gelmek,,1,"Genç kız, ilk kez kirlenmenin getirdiği değişimleri yaşıyordu.",2
TUR10-0920430,n,Kadınlarda gebe kalma ve doğurma yeteneğinin sona ermesi,https://tr.wikipedia.org/wiki/Menopoz,0,,4
TUR10-0920460,i,"Ölsün, gebersin! anlamında kullanılan bir lanet etme sözü",,1,Ahmet de o adı batasıya tutuldu,13
TUR10-0920480,v,"Sevilmeyen bir şey veya kimse unutulmak, adı anılmaz olmak, artık sözü edilmemek",,0,,1
TUR10-0920500,v,Birine veya bir şeye hiç önem verilmemek,,0,,1
TUR10-0920520,v,Kötü bir ün kazanmak,,1,Onun adı çıkmış yoksa fena adam değil.,1
TUR10-0920530,v,Hakkı olmayan bir ün kazanmak,,1,"O berberin adı çıkmış, aslında iyi tıraş edemiyor.",1
TUR10-0920550,v,Deli olmadığı hâlde deli olarak tanınmak,,1,Böyle bir şey yazmaya kalkarsam adım deliye çıkacak.,1
TUR10-0920560,v,Tanınmak; ünlenmek,,0,,1
TUR10-0920570,v,"Üzerinde konuşulmak, adı geçmek",,1,"Necip Fazıl, adı geçen iki şiirden birer bölüm okudu.",7
TUR10-0920580,v,Çok iyi bilmek,,0,,3
TUR10-0920590,v,Bir şey birdenbire yok olmak veya unutulmak,,1,Saatlerce adı dünya yüzünden kaldırılmaya çalışılan Türklüğün talihini düşünürdüm.,2
TUR10-0920600,v,"Bir kimse veya bir şey öldükten, ortadan çekildikten sonra dillerde yalnız adı dolaşmak",,0,,1
TUR10-0920610,v,Kötü bir işle birinin ilgisi bulunduğu söylenilmek,,0,,1
TUR10-0920620,v,Ünü kötü olarak yayılmak,,0,,1
TUR10-0920630,v,Yürümek için ayağını öne doğru uzatıp basmak,,1,Bana doğru bir adım atsa keşke ...,2
TUR10-0920640,v,Bir işe ilk kez girişmek,,0,,2
TUR10-0920650,v,Her yerini dolaşıp görmek,,0,,1
TUR10-0920660,v,Zaman içinde aşama aşama izlemek,,1,"Kendimiz yaşamamışsak da okumuş, duymuş, tanıklar dinlemiş, yıllarca özgürlüğünü savunmuş bir halkı adım adım izlemiştik.",1
TUR10-0920670,v,Bir işi yaparken daha önceki deneyimleri ve kuralları kullanmak,,0,,1
TUR10-0920680,v,Gizlice takip etmek,,1,"... ve peşinde altı kişi vardı, onu yollarda bellerde adım adım izliyorlardı.",1
TUR10-0920690,v,"Gitmemek, uğramamak",,0,,2
TUR10-0920710,v,Yürürken hızlanmak,,0,,1
TUR10-0920720,v,Hızlı yürürken yavaşlamak,,1,Eve yaklaşınca adımlarını seyrekleştirdi .,1
TUR10-0920730,v,Daha küçük ve çabuk adımlar atarak hızlı yürümek,,0,,1
TUR10-0920770,v,Bir kişinin sahip olmadığı niteliklerle tanınmasına yol açmak,,1,Adını deliye çıkardılar.,1
TUR10-0920780,v,Bir kişiyi anarken çok saygılı davranmak,,0,,1
TUR10-0920790,v,"Birinden, bir şeyden söz etmek",,1,Hastalığın adını anmaktan korkuyorum,1
TUR10-0920810,v,Kişi hakkında kötü bir niyetle asılsız söylentiler yaymak,,1,"Kadın durmadan vır vır eder, yakınır diye adımızı çıkarmışlar.",1
TUR10-0920820,v,Şanının kötü şeylerle anılmasına yol açmak,,0,,2
TUR10-0920830,v,Karşılığını veya fiyatını kararlaştırmak,,1,Bu evi alabilmemiz için adını koyalım.,1
TUR10-0920850,v,Birinin adıyla anılmak,,0,,1
TUR10-0920860,v,Sahip olduğu adın sorumluluğunu yüklenmiş olmak,,0,,1
TUR10-0920880,v,"Gereksiz, yersiz ünü olmak",,1,"Kiminin adı var, kimisinin tadı var",1
TUR10-0920890,v,Değeri olmamak,,0,,4
TUR10-0920900,v,Bilinmek; tanınmak; ünlü olmak,,1,Osman Efendi'nin adı sanı vardı.,1
TUR10-0920930,n,Türkiye'nin Güneydoğu Anadolu Bölgesi'nde yer alan illerinden biri,https://tr.wikipedia.org/wiki/Adıyaman,0,,1
TUR10-0920950,n,"Teknenin küpeştesine takılan ve üzerine dolanan bir halat ile içinden sadece bir kürek geçebilen, birbirine yakın, iki ahşap çubuk",,0,,1
TUR10-0920960,n,Bitlis iline bağlı ilçelerden biri,https://tr.wikipedia.org/wiki/Adilcevaz,0,,1
TUR10-0921010,n,Bir tekli ve bir çiftli makaradan oluşan palanga,,0,,1
TUR10-0921020,v,Adlandırmak,,1,Muşmulaya döngel de derler.,8
TUR10-0921070,n,Adlandırılma işi,,0,,2
TUR10-0921080,n,Adlandırma işi,,0,,1
TUR10-0921090,n,Adlandırma işi,,0,,2
TUR10-0921120,n,Belli bir alan için bağlayıcı olan adlandırmaların bütünü,,0,,2
TUR10-0921130,b,Herkesin bilip tanıdığı bir biçimde,,0,,1
TUR10-0921140,n,Eczacılık mesleği ve ilaçla tedavide karşılaşılan adli sorunlarla ilgili bilim dalı,,0,,1
TUR10-0921150,v,"Arandığında bulunabileceği, oturduğu yeri bildirmek",,0,,3
TUR10-0921160,v,Birini hedef göstermek,,0,,1
TUR10-0921170,a,"Adla ilgili, ad niteliğinde olan",,0,,1
TUR10-0921200,n,Tanıtılacak ürünün kullanımını ve etkilerini değişik ögeler yardımıyla ayrıntılı olarak haber biçiminde anlatan reklam,,0,,2
TUR10-0921220,b,"Düşünceleri dağılmış, karışmış, ne yapacağını bilemez bir biçimde",,0,,3
TUR10-0921230,v,Şaşkın bir biçimde bakmak,,1,"Uyku sersemi, kendini toplayamıyor, yüzüme afal afal bakıyor.",1
TUR10-0921260,v,Bir suçun bağışlanması için Türkiye Büyük Millet Meclisinden kanun çıkarmak,,1,Münhasıran orman suçları için genel ve özel af çıkarılmaz.,1
TUR10-0921270,v,İşlenen hata veya suç için bağışlanmayı istemek,,1,"Yalvardım, af diledim, barıştık.",1
TUR10-0921310,i,Birisine rahatsızlık verildiğinde söylenen bir seslenme sözü,,1,"Affedersiniz, size bir şey soracağım",2
TUR10-0921360,n,Bağışlanma işi,,0,,2
TUR10-0921410,n,Bağışlatma işi,,0,,2
TUR10-0921420,v,Bir iş veya görevi yerine getiremeyeceğini nezaketle bildirmek,,0,,2
TUR10-0921440,v,Bağışlama işine konu olmak,,1,"Sanıyordum ki şu anda ne kadar çok ihtimam gösterirsem geçmiş yıllara ait ilgisizliğim, o denli affolacak.",5
TUR10-0921470,n,Afganistan halkından veya bu halkın soyundan olan kimse,,0,,3
TUR10-0921480,v,Birine karşı gösteriş yapmak,,0,,3
TUR10-0921490,v,Oyun ilgi görerek günlerce oynanmak,,1,Oyunun afişte kalması için başarıyla oynanması gerekir.,1
TUR10-0921500,i,"Yarasın, ağız tadıyla yensin anlamında kullanılan bir iyi dilek sözü",,0,,1
TUR10-0921510,v,"İyileşmek, sağlığını kazanmak",,1,(Uzun süre sonra afiyet buldum .,1
TUR10-0921520,b,"Huzurlu bir biçimde, rahatlık içinde",,1,"Cezveyi sürüyor, fincana boşaltıyor, kahveyi afiyetle içiyordu.",2
TUR10-0921530,v,"Sağlıklı, rahat yaşıyor olmak",,0,,1
TUR10-0921540,v,Kendini üstün göstermek; böbürlenmek,,1,Korktu o gece mezarlığa gitmeye; şimdi de ben mezarlık bekçisiyim diye afra tafra yapıyor.,1
TUR10-0921550,n,Dünya üzerinde yer alan kıtalardan biri,https://tr.wikipedia.org/wiki/Afrika,0,,1
TUR10-0921560,n,Kahramanmaraş iline bağlı ilçelerden biri,https://tr.wikipedia.org/wiki/Afşin,0,,1
TUR10-0921570,v,Çalım satmadan hoşlanmamak,,0,,1
TUR10-0921580,v,Böyle bir davranışa karşı tepki göstermek,,0,,1
TUR10-0921590,n,Türkiye'nin Ege Bölgesi'nde yer alan illerinden biri,https://tr.wikipedia.org/wiki/Afyonkarahisar,0,,1
TUR10-0921620,v,Kendi keyfine dalmış olan birini öfkelendirmek,,0,,1
TUR10-0921640,v,Uyuşturucu olarak afyon kullanmak,,0,,1
TUR10-0921650,v,Gerçeği göremeyecek kadar kendinde olmamak,,0,,1
TUR10-0921670,v,"Bir durumdan haber edinmek, bilgi almak",,1,Gizli konular hakkında malumat alıyordu .,7
TUR10-0921690,v,"Birini ağabey gibi korumak, gözetmek",,0,,2
TUR10-0921780,n,Botaniğin ağaçları inceleyen dalı ile uğraşan kimse,,0,,3
TUR10-0921800,a,Botaniğin ağaçları inceleyen dalı ile ilgili,,0,,2
TUR10-0921820,n,"Ebegümecigillerden, bazı cinslerinin kök ve çiçekleri hekimlikte kullanılan çok yıllık otsu bir süs bitkisi",https://tr.wikipedia.org/wiki/Hatmi,0,,3
TUR10-0921890,n,Aksaray iline bağlı ilçelerden biri,https://tr.wikipedia.org/wiki/Ağaçören,0,,1
TUR10-0921940,i,"Çalışanlarını gereği gibi yöneten ve çalıştıran kişi iyi bir yöneticidir, sözünün eri olan kimse de yiğittir",,0,,1
TUR10-0922050,n,Ağartılma,,0,,1
TUR10-0922070,v,Balık avlamak için denize ağ salmak,,0,,2
TUR10-0922080,v,Yakalanan balıkları toplamak için ağı sudan çıkarmak,,0,,1
TUR10-0922090,n,Ağdalanma durumu,,0,,1
TUR10-0922160,v,"Vücuttaki fazla tüyleri ağda ile almak, temizlemek",,0,,1
TUR10-0922170,a,"Acı veren, çok etkileyen",,1,Gülbahar bunu düşündükçe yüreğine ağı gibi bir acı doluyordu.,1
TUR10-0922180,a,Çok sert; keskin,,0,,1
TUR10-0922200,n,Elazığ iline bağlı ilçelerden biri,https://tr.wikipedia.org/wiki/Ağın,0,,1
TUR10-0922230,v,Ağırlık olarak fazla gelmek,,0,,1
TUR10-0922240,v,Taşıdığı özellikler üstün gelmek,,0,,1
TUR10-0922250,v,Bir işte gücü ve etkisi üstün gelmek,,1,Kırmızı daha ağır basıyor.,1
TUR10-0922260,n,Film gösteriminde hız düşürerek yapılan iş,,0,,1
TUR10-0922270,b,Film gösteriminde hız düşürerek yapılan iş,,1,Usta ağır çekim geldi.,1
TUR10-0922280,v,Tartıda ağır gelmek,,0,,1
TUR10-0922290,v,"Ciddi, ağırbaşlı, oturaklı, soğukkanlı hareket etmek",,1,"Devlet adamlarının ileri gelenleri böyle sözlere karışmaz, ağır dururlar.",1
TUR10-0922320,v,Yapılması güç gelmek,,0,,1
TUR10-0922340,v,Onuruna dokunmak veya gücüne gitmek,,1,"Kimse, dört çocuklu bir aileye ev vermek istememiş. Bu, büsbütün ağırına gitmiş.",1
TUR10-0922350,v,Kulakları iyi işitmemek; az işitmek,,0,,2
TUR10-0922360,v,"Gücendirici olmak, uygun düşmemek",,1,Bu şaka biraz ağır kaçtı.,1
TUR10-0922370,v,Beklenenden fazla olmak,,1,Hakem tarafından verilen kırmızı kart ağır kaçtı.,1
TUR10-0922380,v,Maddi ve manevi büyük zarar görmek,,0,,1
TUR10-0922500,n,Verilecek cezanın arttırılmasını gerektiren durum veya olay,,1,"Böyle bir suç işlendiğinde, aşkın ağırlaştırıcı nedenleri ne kadar hafifletici neden sayılır, bilmiyorum.",2
TUR10-0922610,v,Çok değerli olmak,,0,,2
TUR10-0922620,v,Kimliğini ve kişiliğini kabul ettirmek,,0,,2
TUR10-0922640,v,Etkisi büyük olmak,,1,Başsavcının yargıçlar arasında belli bir ağırlığı var kuşkusuz.,1
TUR10-0922650,v,Gevşeklik ve uyku gelmek,,1,Yemekten sonra üstüne bir ağırlık çöküyor.,2
TUR10-0922660,v,Ağır bir hava kaplamak,,0,,2
TUR10-0922670,v,Ortalıkta gürültü olmamak,,0,,2
TUR10-0922720,v,"Birine yük olmak, kendi masrafını başkasına çektirmek",,0,,1
TUR10-0922730,a,Ağırlığı olmayan,,0,,1
TUR10-0922810,v,"Acı, dokunaklı sözler söylemek",,0,,1
TUR10-0922830,n,Bedendeki derin ve ciddi yara,,0,,1
TUR10-0922840,n,Bir olay sonunda varılan olumsuz durum,,0,,1
TUR10-0922860,a,"Ağıtla ilgili, ağıt özelliği taşıyan",,0,,1
TUR10-0922870,v,"Ölen bir kimsenin iyiliklerini, arkada bıraktıklarının acılarını veya büyük felaketlerin acılı etkilerini söz veya ezgi ile dile getirmek",,1,Ailesi kaybettikleri dedelerinin ardından ağıt yaktı .,4
TUR10-0922880,v,Söz söylemeye başlamak,,1,"Bizim müdür yine ağzını açtı , en az yarım saat buradayız.",2
TUR10-0922890,v,Kesici aletleri keskin duruma getirmek,,0,,2
TUR10-0922900,v,Ağır sözler söylemeye başlamak,,0,,2
TUR10-0922920,v,"Sersem sersem, boş boş bakmak",,0,,2
TUR10-0922930,v,"Çok konuşarak başkalarının söz söylemesine, konuşmasına engel olmak",,1,O kadar öfkeliydi ki kimseye ağız açtırmadı .,1
TUR10-0922940,v,İki kişi birbirine pek yakın durarak başkaları işitmeyecek bir biçimde konuşmak,,0,,2
TUR10-0922960,n,Bir kancanın ağız bölümüne ince bir halatı birkaç kez sıkıca dolayarak oluşturulan çıkıntı,,0,,1
TUR10-0922970,v,Ağız bağı oluşturulduktan sonra kancaya bağlı herhangi bir halatın kayıp çıkmasını engellemek,,1,Halat çıkmasın diye sıkı bir şekilde ağız bağı yaptık .,1
TUR10-0922980,v,Anlaşarak bir konuda aynı şeyleri söylemek,,1,"Çocuklar sanki söz birliği etmişçesine ortadan yok olmuşlar.|Önemli konularda sözü bir etmek, projenin başarıya ulaşmasını kolaylaştırdı.",4
TUR10-0922990,v,Dayak sonucunda yüz yara bere içinde kalmak,,0,,1
TUR10-0923000,v,"Yüzde aşırı öfke, üzüntü, yorgunluk vb. durumların izleri görünmek",,0,,1
TUR10-0923010,v,"Genellikle hamur işi, iyi pişmiş ve lezzetli olmak",,0,,1
TUR10-0923020,v,Bir söz herkes arasında söylenilmek,,0,,2
TUR10-0923050,a,Başkalarından dinlemek yolu ile yarım yamalak edinilen (bilgi),,1,"Siyasi malumatları hep ağızdan kapma, kulak dolgunluğu şeylerdir.",1
TUR10-0923060,v,Bir söz veya düşünceyi sık sık tekrarlayıp durmak,,0,,1
TUR10-0923070,v,Önce söylediğini başka türlü anlatmak,,1,"Gelgelelim Akif, Berlin'e gidip de oradaki kahveleri gördüğü vakit ağız değiştirmek zorunda kalır.",1
TUR10-0923090,v,Yaranmak için kibar konuşmaya çalışmak,,1,"Kolonya dökmekten, şeker tutmaktan iyi gözükeceğim diye ağız etmekten yoruldu.",1
TUR10-0923100,v,Birini gereksiz sözlerle şaşırtmak,,0,,1
TUR10-0923110,v,İlgisiz sözler söyleyerek asıl konudan uzaklaştırmak,,0,,1
TUR10-0923120,v,"Duruma, ortama göre söz söylemek",,1,Ben nasıl ağız kullanıyorsam sen de o yolda konuş.,1
TUR10-0923130,n,Ahşap bir teknede küpeştenin hemen altındaki teknenin tümü boyunca uzanan en üst kaplama,,0,,1
TUR10-0923150,v,Yüksekten atarak kendini övmek,,0,,1
TUR10-0923180,v,"Sözle avutmaya, oyalamaya çalışmak",,0,,1
TUR10-0923190,v,"Soğuktan dişleri birbirine çarpmak, çenesi titremek",,0,,1
TUR10-0923200,v,"Birini kandırmak, yanıltmak amacıyla duygularını, düşüncelerini olduğundan başka türlü gösterecek biçimde konuşmak",,1,"Kaçacağım, tövbeler olsun, bir fırsatını bulayım diye ağız yaptı.",1
TUR10-0923210,v,Açık ve dürüst konuşmaktan kaçınmak,,0,,1
TUR10-0923230,v,Öğrenmek istenilen şeyi söyletecek yolda dil kullanmak,,0,,2
TUR10-0923240,a,"Ağlayacak gibi olan, üzüntülü",,1,"Bana ne, onun sarı, parlak bir kumaşa sarınmış, ağlak suratlı bodur karısından?",2
TUR10-0923250,n,"Dert, sıkıntı anlatılan kimse veya makam",,0,,1
TUR10-0923260,n,"Kudüs'te bulunan ve Yahudilerce kutsal sayılan, büyük tapınağın ayakta kalan batı duvarı",https://tr.wikipedia.org/wiki/Ağlama_Duvarı,0,,1
TUR10-0923270,v,"Herkesin şikâyetini, derdini dinler duruma gelmek",,0,,1
TUR10-0923310,v,Neredeyse ağlayacak duruma gelmek,,1,"O içeride kızı dövüyor, biz burada ağlamalı oluyoruz.",2
