synset_id,literal,sense,origin,groups
TUR10-0879170,isyan bayrağını açmak,1,,
TUR10-0879170,isyan bayrağını çekmek,1,,
TUR10-0879170,isyan bayrağı açmak,1,,
TUR10-0879170,isyan bayrağı çekmek,1,,
TUR10-0879170,kafasını kaldırmak,1,,
TUR10-0879180,başkaldırmak,2,,
TUR10-0879200,baskınlık,1,,
TUR10-0879210,başmüzakereci,1,,
TUR10-0879220,başvezir,1,,
TUR10-0879230,batmanlı,1,,
TUR10-0879240,bayburtlu,1,,
TUR10-0879280,beypazarı,1,,
TUR10-0879300,bilecikli,1,,
TUR10-0879320,bingöllü,1,,
TUR10-0879330,bitkimsi,1,,
TUR10-0879340,bitlisli,1,,
TUR10-0879360,biyoçeşitlilik,1,,
TUR10-0879380,biyodizel,1,,
TUR10-0879400,bolulu,1,,
TUR10-0879410,bölümlük,1,,
TUR10-0879440,boyutlanmak,1,,
TUR10-0879450,bozüyük,1,,
TUR10-0879460,brezilyalı,1,,
TUR10-0879470,burdurlu,1,,
TUR10-0879480,bursalı,1,,
TUR10-0879500,dede,1,,
TUR10-0879500,büyükbaba1,1,,1
TUR10-0879500,büyük baba1,1,,1
TUR10-0879500,büyük peder,1,,
TUR10-0879500,ecdat,1,,
TUR10-0879520,çanakkaleli,1,,
TUR10-0879530,çankırılı,1,,
TUR10-0879540,çayeli,1,,
TUR10-0879570,çekmek,1,,
TUR10-0879580,çekmek,2,,
TUR10-0879600,çekmek,4,,
TUR10-0879610,almak,17,,
TUR10-0879610,çekmek,5,,
TUR10-0879610,atmak,7,,
TUR10-0879620,çekmek,6,,
TUR10-0879630,çekmek,7,,
TUR10-0879640,çekmek,8,,
TUR10-0879650,çekmek,9,,
TUR10-0879660,çekmek,10,,
TUR10-0879670,çekmek,11,,
TUR10-0879680,çekmek,12,,
TUR10-0879690,çekmek,13,,
TUR10-0879700,çekmek,14,,
TUR10-0879710,çekmek,15,,
TUR10-0879720,çekmek,16,,
TUR10-0879730,çekmek,17,,
TUR10-0879740,çekmek,18,,
TUR10-0879750,çekmek,19,,
TUR10-0879760,çekmek,20,,
TUR10-0879780,çekmek,22,,
TUR10-0879790,çekmek,23,,
TUR10-0879810,çekmek,25,,
TUR10-0879820,çekmek,26,,
TUR10-0879830,çekmek,27,,
TUR10-0879840,çekmek,28,,
TUR10-0879850,çekmek,29,,
TUR10-0879860,çekmek,30,,
TUR10-0879870,çekmek,31,,
TUR10-0879880,çekmek,32,,
TUR10-0879890,çekmek,33,,
TUR10-0879900,çekmek,34,,
TUR10-0879910,çekmek,35,,
TUR10-0879930,çekmek,37,,
TUR10-0879940,çekmek,38,,
TUR10-0879950,çekmek,39,,
TUR10-0879960,çekmek,40,,
TUR10-0879970,çekmek,41,,
TUR10-0879980,çekmek,42,,
TUR10-0880000,çeşmibülbül,1,,
TUR10-0880010,çeşni,1,,
TUR10-0880020,özellik,1,,
TUR10-0880020,husus,2,,
TUR10-0880020,çeşni,2,,
TUR10-0880020,hususiyet,1,,
TUR10-0880020,uzanım,1,,
TUR10-0880020,ilim,2,,
TUR10-0880040,çeşnilemek,1,,
TUR10-0880040,çeşnilendirmek,1,,
TUR10-0880050,çete,1,,
TUR10-0880060,çete,2,,
TUR10-0880070,çeteci,1,,
TUR10-0880080,çetecilik,1,,
TUR10-0880090,çetele,1,,
TUR10-0880100,çetele,2,,
TUR10-0880110,çıkmak,1,,
TUR10-0880130,mezun olmak,1,,
TUR10-0880130,çıkmak,3,,
TUR10-0880140,çıkmak,4,,
TUR10-0880150,çıkmak,5,,
TUR10-0880160,çıkmak,6,,
TUR10-0880170,çıkmak,7,,
TUR10-0880190,çıkmak,2,,
TUR10-0880200,çıkmak,10,,
TUR10-0880210,çıkmak,11,,
TUR10-0880220,çıkmak,12,,
TUR10-0880230,çıkmak,13,,
TUR10-0880240,çıkmak,14,,
TUR10-0880250,çıkmak,15,,
TUR10-0880260,çıkmak,16,,
TUR10-0880270,çıkmak,17,,
TUR10-0880290,çıkmak,19,,
TUR10-0880300,çıkmak,20,,
TUR10-0880320,çıkmak,22,,
TUR10-0880340,çıkmak,24,,
TUR10-0880350,çıkmak,25,,
TUR10-0880360,çıkmak,26,,
TUR10-0880370,çıkmak,27,,
TUR10-0880380,çıkmak,28,,
TUR10-0880390,çıkmak,29,,
TUR10-0880400,çıkmak,30,,
TUR10-0880410,çıkmak,31,,
TUR10-0880420,çıkmak,32,,
TUR10-0880430,çıkmak,33,,
TUR10-0880460,çıkmak,36,,
TUR10-0880470,çıkmak,37,,
TUR10-0880480,çıkmak,38,,
TUR10-0880480,inhisar etmek,2,,
TUR10-0880490,çıkmak,39,,
TUR10-0880500,çıkmak,40,,
TUR10-0880510,çıkmak,41,,
TUR10-0880520,çıkmak,42,,
TUR10-0880540,çıkmak,44,,
TUR10-0880570,çıkmak,47,,
TUR10-0880590,çıkmak,49,,
TUR10-0880610,çıkmak,51,,
TUR10-0880620,çıkmak,52,,
TUR10-0880640,çıkmak,54,,
TUR10-0880650,çıkmak,55,,
TUR10-0880660,çıkmak,56,,
TUR10-0880670,çıldır,1,,
TUR10-0880680,çörek otu,1,,
TUR10-0880680,çöreotu,1,,
TUR10-0880680,karacaot,2,,
TUR10-0880690,çorumlu,1,,
TUR10-0880700,çözünürlük,1,,
TUR10-0880700,resolüsyon,1,,
TUR10-0880710,çözünürlük,2,,
TUR10-0880750,davranışsal,1,,
TUR10-0880770,dekreşendo,1,,
TUR10-0880810,derik,1,,
TUR10-0880820,derişim,1,,
TUR10-0880850,devinimli,1,,
TUR10-0880860,devinimli,2,,
TUR10-0880870,devinimsiz,1,,
TUR10-0880880,devinimsiz,2,,
TUR10-0880890,devrek,1,,
TUR10-0880930,diyarbakırlı,1,,
TUR10-0880970,dizgeleşmek,1,,
TUR10-0880990,dizinlemek,1,,
TUR10-0881000,dızdız,1,,
TUR10-0881040,doğaötesi,3,,
TUR10-0881060,doğubeyazıt,1,,
TUR10-0881070,domuzdamı,1,,
TUR10-0881070,domuz damı,1,,
TUR10-0881080,dörtyol,1,,
TUR10-0881090,düşmek,1,,
TUR10-0881090,dökülmek,4,,
TUR10-0881090,boylamak,3,,
TUR10-0881090,sukut etmek,1,,
TUR10-0881120,düşmek,4,,
TUR10-0881130,düşmek,5,,
TUR10-0881140,düşmek,6,,
TUR10-0881150,düşmek,7,,
TUR10-0881160,düşmek,8,,
TUR10-0881170,düşmek,9,,
TUR10-0881190,düşmek,11,,
TUR10-0881200,düşmek,12,,
TUR10-0881210,düşmek,13,,
TUR10-0881220,düşmek,14,,
TUR10-0881230,düşmek,15,,
TUR10-0881240,düşmek,16,,
TUR10-0881250,düşmek,17,,
TUR10-0881260,düşmek,18,,
TUR10-0881270,düşmek,19,,
TUR10-0881280,düşmek,20,,
TUR10-0881290,düşmek,21,,
TUR10-0881290,tedenni etmek,1,,
TUR10-0881300,düşmek,22,,
TUR10-0881320,düşmek,24,,
TUR10-0881330,düşmek,25,,
TUR10-0881350,düşmek,27,,
TUR10-0881360,düşmek,28,,
TUR10-0881390,düşmek,31,,
TUR10-0881410,düşmek,33,,
TUR10-0881420,düzceli,1,,
TUR10-0881450,eceabat,1,,
TUR10-0881460,edirneli,1,,
TUR10-0881480,eksiltili,1,,
TUR10-0881500,enberi,1,,
TUR10-0881520,erdek,1,,
TUR10-0881540,ermenek,1,,
TUR10-0881560,erzincanlı,1,,
TUR10-0881570,erzurumlu,1,,
TUR10-0881580,eşkenar,1,,
TUR10-0881590,eskişehirli,1,,
TUR10-0881600,fizikötesi,1,,
TUR10-0881620,formülasyon,1,,
TUR10-0881640,formülasyon,3,,
TUR10-0881650,fotomodellik,1,,
TUR10-0881660,frengili,1,,
TUR10-0881670,frenk,1,,
TUR10-0881680,frenk,2,,
TUR10-0881700,gaziantepli,1,,
TUR10-0881710,gemerek,1,,
TUR10-0881720,gemlik,1,,
TUR10-0881730,germencik,1,,
TUR10-0881740,giresunlu,1,,
TUR10-0881750,gölpazarı,1,,
TUR10-0881770,görgül,1,,
TUR10-0881790,güdülemek,1,,
TUR10-0881800,gümüşhaneli,1,,
TUR10-0881830,garantör,1,,
TUR10-0881830,güvenceci,1,,
TUR10-0881840,hafik,1,,
TUR10-0881850,hataylı,1,,
TUR10-0881880,hayatağacı,3,,
TUR10-0881900,ikitelli,1,,
TUR10-0881920,ikona,2,,
TUR10-0881940,inildemek,1,,
TUR10-0881950,inovasyon,1,,
TUR10-0881950,yenileşim,1,,
TUR10-0881980,ironik,1,,
TUR10-0881990,iskilip,1,,
TUR10-0882000,işkolik,1,,
TUR10-0882010,işlemsel,1,,
TUR10-0882020,istanbul,1,,
TUR10-0882030,istatistiksel,1,,
TUR10-0882040,ivrindi,1,,
TUR10-0882050,izmirli,1,,
TUR10-0882060,iznik,1,,
TUR10-0882070,ığdırlı,1,,
TUR10-0882090,kadınhanı,1,,
TUR10-0882100,kahramanmaraşlı,1,,
TUR10-0882130,kandıra,1,,
TUR10-0882140,karabüklü,1,,
TUR10-0882150,karamanlı,2,,
TUR10-0882160,karamanlı,1,,
TUR10-0882170,karslı,1,,
TUR10-0882180,kastamonulu,1,,
TUR10-0882200,katsayı1,2,,1
TUR10-0882200,kat sayı1,2,,1
TUR10-0882210,katsayı1,3,,1
TUR10-0882210,kat sayı1,3,,1
TUR10-0882220,kayserili,1,,
TUR10-0882250,geven,1,,
TUR10-0882250,keven,1,,
TUR10-0882260,kilisli,1,,
TUR10-0882280,kitapçık,2,,
TUR10-0882300,kıbrısçık,1,,
TUR10-0882320,kırıkkaleli,1,,
TUR10-0882330,kırklareli,1,,
TUR10-0882340,kırklarelili,1,,
TUR10-0882350,kırşehirli,1,,
TUR10-0882360,kızılötesi1,1,,1
TUR10-0882360,kızıl ötesi1,1,,1
TUR10-0882360,enfraruj,1,,
TUR10-0882370,kocaeli,1,,
TUR10-0882380,kocaelili,1,,
TUR10-0882410,konyalı,1,,
TUR10-0882430,körağaç1,2,,1
TUR10-0882430,kör ağaç1,2,,1
TUR10-0882440,korkuteli,1,,
TUR10-0882450,korumacı,1,,
TUR10-0882460,korumacı,2,,
TUR10-0882480,kraker,1,,
TUR10-0882510,kuşadası,1,,
TUR10-0882520,kütahyalı,1,,
TUR10-0882550,lakayt,1,,
TUR10-0882560,levazımcı,1,,
TUR10-0882580,maço,1,,
TUR10-0882600,malatyalı,1,,
TUR10-0882610,manisalı,1,,
TUR10-0882620,mardinli,1,,
TUR10-0882630,mazıdağı,1,,
TUR10-0882640,mecitözü,1,,
TUR10-0882650,mersinli,1,,
TUR10-0882700,mirasçılık,1,,
TUR10-0882700,kalıtçılık,1,,
TUR10-0882720,mozambikli,1,,
TUR10-0882725,Mozambik,1,,
TUR10-0882740,muğlalı,1,,
TUR10-0882760,muşlu,1,,
TUR10-0882770,nevşehirli,1,,
TUR10-0882780,niğdeli,1,,
TUR10-0882790,nisan bir şakası,1,,
TUR10-0882790,nisan bir,1,,
TUR10-0882790,nisanbalığı1,1,,1
TUR10-0882790,nisan balığı1,1,,1
TUR10-0882800,nizip,1,,
TUR10-0882820,ofans,1,,
TUR10-0882830,oğuzeli,1,,
TUR10-0882870,operasyonel,1,,
TUR10-0882890,optimizasyon,1,,
TUR10-0882900,ordulu,1,,
TUR10-0882910,orhaneli,1,,
TUR10-0882930,osmaneli,1,,
TUR10-0882940,osmaniyeli,1,,
TUR10-0882950,osmanlıcı,1,,
TUR10-0882960,östrojen,1,,
TUR10-0882980,otosansür,1,,
TUR10-0883000,özalp,1,,
TUR10-0883010,palu,1,,
TUR10-0883040,pazarcık,1,,
TUR10-0883050,pazaryeri,1,,
TUR10-0883080,pitsikato,1,,
TUR10-0883080,pizzicato,1,,
TUR10-0883090,pınarbaşı,1,,
TUR10-0883100,pınarbaşı,2,,
TUR10-0883120,politize,1,,
TUR10-0883160,denk getirmek,1,,
TUR10-0883160,rastlatmak,1,,
TUR10-0883170,rizeli,1,,
TUR10-0883190,şabanözü,1,,
TUR10-0883210,sabuklamak,1,,
TUR10-0883220,safkan,1,,
TUR10-0883240,etik,2,,
TUR10-0883240,ahlak1,1,,1
TUR10-0883240,ahlâk1,1,,1
TUR10-0883240,aktöre,1,,
TUR10-0883240,sağtöre,1,,
TUR10-0883260,sakaryalı,1,,
TUR10-0883290,samsunlu,1,,
TUR10-0883300,şanlıurfalı,1,,
TUR10-0883310,sarıçam,1,,
TUR10-0883320,sarıçam,2,,
TUR10-0883330,şarkikaraağaç,1,,
TUR10-0883350,şarlatanlık,1,,
TUR10-0883370,sela,1,,
TUR10-0883370,sala,1,,
TUR10-0883380,servi,1,,
TUR10-0883380,selvi,1,,
TUR10-0883380,servi ağacı,1,,
TUR10-0883380,andız,2,,
TUR10-0883390,eş zamanlılık1,1,,1
TUR10-0883390,eşzamanlılık1,1,,1
TUR10-0883390,senkroni,1,,
TUR10-0883390,senkronizm,1,,
TUR10-0883400,sepken,1,,
TUR10-0883410,serbestleşmek,1,,
TUR10-0883430,şeytanmasası,1,,
TUR10-0883430,mantar kaya,1,,
TUR10-0883440,şeytantırnağı,1,,
TUR10-0883470,siirtli,1,,
TUR10-0883490,sinoplu,1,,
TUR10-0883500,sivaslı,2,,
TUR10-0883510,sivaslı,1,,
TUR10-0883520,sivrifare,1,,
TUR10-0883530,sındırgı,1,,
TUR10-0883540,şırnaklı,1,,
TUR10-0883560,soyağacı1,1,,1
TUR10-0883560,soy ağacı1,1,,1
TUR10-0883560,şecere,1,,
TUR10-0883560,soy kütüğü2,1,,2
TUR10-0883560,soykütüğü2,1,,2
TUR10-0883560,aile ağacı,1,,
TUR10-0883560,hayat ağacı3,1,,3
TUR10-0883560,hayatağacı3,1,,3
TUR10-0883590,stoper,1,,
TUR10-0883610,sulakyurt,1,,
TUR10-0883630,sürgünlük,2,,
TUR10-0883640,suşehri,1,,
TUR10-0883700,tekirdağlı,1,,
TUR10-0883730,tensel,1,,
TUR10-0883730,bedenî1,1,,1
TUR10-0883730,bedeni1,1,,1
TUR10-0883730,bedensel,1,,
TUR10-0883730,beşerî2,2,,2
TUR10-0883730,beşeri2,2,,2
TUR10-0883800,tokatlı,1,,
TUR10-0883810,topaltı1,1,,1
TUR10-0883810,top altı1,1,,1
TUR10-0883820,topaltı,2,,
TUR10-0883850,trabzonlu,1,,
TUR10-0883870,tuncelili,1,,
TUR10-0883880,türkoğlu,1,,
TUR10-0883900,uşaklı,1,,
TUR10-0883910,üzre,1,,
TUR10-0883920,vanlı,1,,
TUR10-0883950,vuslat,1,,
TUR10-0883950,visal,1,,
TUR10-0883960,vuzuhFOREIGN,1,FOREIGN,
TUR10-0883960,açıklık,8,,
TUR10-0884000,alev,1,,
TUR10-0884000,yalaza,1,,
TUR10-0884000,yalaz,1,,
TUR10-0884000,yalın,2,,
TUR10-0884000,yalım,1,,
TUR10-0884000,alaz,1,,
TUR10-0884000,şuleFOREIGN,1,FOREIGN,
TUR10-0884010,yalovalı,1,,
TUR10-0884070,yavuzeli,1,,
TUR10-0884080,yayladağı,1,,
TUR10-0884090,yıldızeli,1,,
TUR10-0884130,yozgatlı,1,,
TUR10-0884170,yusufeli,1,,
TUR10-0884180,yüzdeci,1,,
TUR10-0884190,zağlamak,1,,
TUR10-0884210,zombi,2,,
TUR10-0884220,zonguldaklı,1,,
TUR10-0884230,aba gibi,1,,
TUR10-0884240,abanoz gibi,1,,
TUR10-0884250,abazan kalmak,1,,
TUR10-0884260,abdesti bozulmak,1,,
TUR10-0884260,abdesti kaçmak,1,,
TUR10-0884270,garipsemek,1,,
TUR10-0884270,garibine gitmek,1,,
TUR10-0884270,yadırgamak,1,,
TUR10-0884270,acayibine gitmek,1,,
TUR10-0884270,çok görmek,1,,
TUR10-0884270,çoksamak,1,,
TUR10-0884270,yabancılamak,1,,
TUR10-0884270,yabancılaşmak,2,,
TUR10-0884270,kıskanmak,3,,
TUR10-0884280,Acem kılıcı gibi,1,,
TUR10-0884300,acı söylemek,1,,
TUR10-0884310,aç açık kalmak,1,,
TUR10-0884320,aç doyurmak,1,,
TUR10-0884330,aç kalmak,1,,
TUR10-0884360,adalet dağıtmak,1,,
TUR10-0884370,adam beğenmemek,1,,
TUR10-0884380,adam gibi,1,,
TUR10-0884390,aferin almak,1,,
TUR10-0884420,affınıza sığınarak,1,,
TUR10-0884440,afiş yutmak,1,,
TUR10-0884460,afyon çekmek,1,,
TUR10-0884470,afyonu başına vurmak,1,,
TUR10-0884480,şaşkın şaşkın bakmak,1,,
TUR10-0884480,ağzı açık bakakalmak,1,,
TUR10-0884480,aptal aptal bakmak,1,,
TUR10-0884480,Agopun kazı gibi bakmak,1,,
TUR10-0884510,ağaç olmak,2,,
TUR10-0884520,ahını almak,1,,
TUR10-0884520,ah almak,1,,
TUR10-0884530,ah çekmek,1,,
TUR10-0884550,ahbap çıkmak,1,,
TUR10-0884560,ahenk almak,1,,
TUR10-0884570,ahenk vermek,1,,
TUR10-0884580,Ahfeşin keçisi gibi başını sallamak,1,,
TUR10-0884590,ahı gitmek vahı kalmak,1,,
TUR10-0884620,ahkâm çıkarmak,1,,
TUR10-0884630,ahkâm kesmek,1,,
TUR10-0884640,ahtapot gibi,1,,
TUR10-0884650,ahu gibi,1,,
TUR10-0884670,at çalındıktan sonra ahırın kapısını kapamak,1,,
TUR10-0884680,ahıra çevirmek,1,,
TUR10-0884690,ahmak yerine koymak,1,,
TUR10-0884700,ahı tutmak,1,,
TUR10-0884720,iki ahbap çavuş,1,,
TUR10-0884740,ağzının suyu akmak,1,,
TUR10-0884770,akan sular durmak,1,,
TUR10-0884780,akarı kokarı olmamak,1,,
TUR10-0884790,akarına bırakmak,1,,
TUR10-0884800,akarsu gibi,1,,
TUR10-0884810,akı ak karası kara,1,,
TUR10-0884820,akıl almak,1,,
TUR10-0884850,akıl danışmak,1,,
TUR10-0884860,akıl durdurmak,1,,
TUR10-0884880,akıl etmek,1,,
TUR10-0884890,akıl havsala almamak,1,,
TUR10-0884900,akıl hocalığı taslamak,1,,
TUR10-0884930,akıl yürütmek,1,,
TUR10-0884950,akıldan çıkarmak,1,,
TUR10-0884960,akıllı geçinmek,1,,
TUR10-0884970,akıllı olmak,1,,
TUR10-0884980,akıllılık etmek,1,,
TUR10-0884990,akım derken bokum demek,1,,
TUR10-0885000,akıntıya kapılmak,1,,
TUR10-0885010,akıp gitmek,1,,
TUR10-0885030,akim kalmak,1,,
TUR10-0885040,akis uyandırmak,1,,
TUR10-0885050,akla durgunluk vermek,1,,
TUR10-0885050,akıllara durgunluk vermek,1,,
TUR10-0885060,akla fenalık vermek,1,,
TUR10-0885060,deli etmek,2,,
TUR10-0885060,gazaplandırmak,1,,
TUR10-0885060,gıcık etmek,1,,
TUR10-0885060,hiddetlendirmek,1,,
TUR10-0885060,hırslandırmak,1,,
TUR10-0885060,illet etmek,1,,
TUR10-0885060,kızdırmak,2,,
TUR10-0885060,öfkelendirmek,1,,
TUR10-0885060,sinirlendirmek,1,,
TUR10-0885060,sinirlerini bozmak,1,,
TUR10-0885060,uyuz etmek,1,,
TUR10-0885060,zıvanadan çıkarmak,1,,
TUR10-0885080,akla karayı seçmek,1,,
TUR10-0885090,akla sığar gibi,1,,
TUR10-0885100,akıl almamak,1,,
TUR10-0885100,akla sığmamak,1,,
TUR10-0885110,acısını almak,1,,
TUR10-0885120,açıktan geçmek,1,,
TUR10-0885120,açıktan almak,1,,
TUR10-0885130,adını ağzına almamak,1,,
TUR10-0885150,ağır yara almak,1,,
TUR10-0885160,ağırdan almak,1,,
TUR10-0885160,kendini dirhem dirhem satmak,1,,
TUR10-0885170,ağzına almak,1,,
TUR10-0885190,ağza almamak,1,,
TUR10-0885210,amaç gütmek,1,,
TUR10-0885240,canını bağışlamak,1,,
TUR10-0885240,aman vermek,1,,
TUR10-0885250,meydan bırakmamak,1,,
TUR10-0885250,aman zaman bilmemek,1,,
TUR10-0885255,aması maması yok,1,,
TUR10-0885270,ameliyata almak,1,,
TUR10-0885280,ameliyata girmek,1,,
TUR10-0885290,ana baba bir,1,,
TUR10-0885300,ana baba eline bakmak,1,,
TUR10-0885310,ana baba yavrusu,1,,
TUR10-0885320,"ana bir, baba ayrı",1,,
TUR10-0885330,ana rahmine düşmek,1,,
TUR10-0885350,anafora kaptırmak,1,,
TUR10-0885360,apışıp kalmak,1,,
TUR10-0885370,apoletleri sökülmek,1,,
TUR10-0885380,aportta beklemek,1,,
TUR10-0885390,aptal yerine koymak,1,,
TUR10-0885400,aptallığa vurmak,1,,
TUR10-0885460,ar namus tertemiz,1,,
TUR10-0885470,ar ve hayâ perdesi yırtılmak,1,,
TUR10-0885510,asıp kesmek,1,,
TUR10-0885520,asker gibi,1,,
TUR10-0885530,askıda bırakmak,1,,
TUR10-0885540,askıya almak,1,,
TUR10-0885540,boşa almak,2,,
TUR10-0885550,askıya çıkarmak,1,,
TUR10-0885560,aslan gibi,1,,
TUR10-0885570,aslan kesilmek,1,,
TUR10-0885600,aşağı almak,1,,
TUR10-0885620,aşağı düşmek,1,,
TUR10-0885630,aşağılamak,1,,
TUR10-0885630,aşağı görmek,1,,
TUR10-0885630,aşağısamak,1,,
TUR10-0885630,beğenmemek,1,,
TUR10-0885630,hafife almak,1,,
TUR10-0885630,hafifsemek,1,,
TUR10-0885630,hor görmek,1,,
TUR10-0885630,istihkar etmek,1,,
TUR10-0885630,istihfaf etmek,1,,
TUR10-0885630,karamak,1,,
TUR10-0885630,küçük görmek,1,,
TUR10-0885630,küçüksemek,1,,
TUR10-0885630,küçümsemek,1,,
TUR10-0885630,tepeden bakmak,1,,
TUR10-0885630,yeğnilemek,1,,
TUR10-0885630,yeğnisemek,1,,
TUR10-0885630,zelil etmek,1,,
TUR10-0885630,azımsamak,1,,
TUR10-0885630,bunmak,1,,
TUR10-0885630,burun bükmek,1,,
TUR10-0885630,burun kıvırmak,1,,
TUR10-0885630,dehletmek,1,,
TUR10-0885630,tezyif etmekFOREIGN,1,FOREIGN,
TUR10-0885630,burunlamak,2,,
TUR10-0885660,aşı vurmak,1,,
TUR10-0885660,aşı yapmak,1,,
TUR10-0885660,aşı olmak,1,,
TUR10-0885660,aşı vurulmak,1,,
TUR10-0885660,aşı yapılmak,1,,
TUR10-0885660,aşılamak,1,,
TUR10-0885670,adımını attırmamak,1,,
TUR10-0885680,adımını geri atmak,1,,
TUR10-0885710,arkasından atlı kovalamak,1,,
TUR10-0885710,ardından atlı kovalamak,1,,
TUR10-0885730,avaz avaz bağırmak,1,,
TUR10-0885740,avazı çıktığı kadar,1,,
TUR10-0885750,avucunu yalamak,1,,
TUR10-0885760,avucu kaşınmak,1,,
TUR10-0885760,avuçları kaşınmak,1,,
TUR10-0885770,allahı çok insanı az bir yer,1,,
TUR10-0885780,az bulmak,1,,
TUR10-0885790,az buz olmamak,1,,
TUR10-0885800,az görmek,1,,
TUR10-0885810,az günün adamı olmamak,1,,
TUR10-0885840,baş bulmak,1,,
TUR10-0885850,başsağlığı dilemek,1,,
TUR10-0885850,başsağlığında bulunmak1,1,,1
TUR10-0885850,baş sağlığında bulunmak1,1,,1
TUR10-0885850,ecir sabır dilemek,1,,
TUR10-0885860,başında bulunmak,1,,
TUR10-0885860,başta bulunmak,1,,
TUR10-0885870,beka bulmak,1,,
TUR10-0885880,belasını bulmak,1,,
TUR10-0885900,beyni bulanmak,1,,
TUR10-0885930,bir çatı altında,1,,
TUR10-0885950,burnunu sokmak,1,,
TUR10-0885970,bir kolayını bulmak,1,,
TUR10-0885980,"bir o yana, bir bu yana",1,,
TUR10-0885990,buradayım diye bağırmak,1,,
TUR10-0886000,karar bulmak,1,,
TUR10-0886010,abes bulmak,1,,
TUR10-0886030,buz gibi soğumak,1,,
TUR10-0886050,burnundan yakalamak,1,,
TUR10-0886060,bokunda boncuk bulmak,1,,
TUR10-0886070,burnuna girmek,1,,
TUR10-0886080,burnundan ayrılmamak,1,,
TUR10-0886090,bucak bucak aramak,1,,
TUR10-0886100,bugün bana ise yarın sana,1,,
TUR10-0886110,bugünden tezi yok,1,,
TUR10-0886120,bugünkü günde,1,,
TUR10-0886160,bukağı vurmak,1,,
TUR10-0886170,bukalemun gibi renkten renge girmek,1,,
TUR10-0886180,bulantı vermek,1,,
TUR10-0886190,bulaşık suyu gibi,1,,
TUR10-0886200,buldumcuk olmak,1,,
TUR10-0886220,bulup buluşturmak,1,,
TUR10-0886230,bulut gibi,1,,
TUR10-0886290,burnu çenesine değmek,1,,
TUR10-0886310,burnu Kaf dağında1,1,,1
TUR10-0886310,burnu kafdağı'nda1,1,,1
TUR10-0886320,burnu kırılmak,1,,
TUR10-0886330,duygulanmak,1,,
TUR10-0886330,gözleri yaşarmak,2,,
TUR10-0886330,içi titremek,2,,
TUR10-0886330,burnu sızlamak,1,,
TUR10-0886330,hislenmek,1,,
TUR10-0886330,içi kabarmak,3,,
TUR10-0886330,içi kalkmak,3,,
TUR10-0886340,burnu sürtülmek,1,,
TUR10-0886340,burnunu sürtmek,1,,
TUR10-0886350,burnu yere düşse almaz,1,,
TUR10-0886370,hesaba katmak,1,,
TUR10-0886370,burnuna koymak,1,,
TUR10-0886370,itibar etmek,2,,
TUR10-0886370,dikkate almak,1,,
TUR10-0886370,göz önünde bulundurmak,1,,
TUR10-0886370,göz önünde tutmak,1,,
TUR10-0886370,öngörmek,1,,
TUR10-0886370,nazarıdikkate almak,2,,
TUR10-0886370,derpiş etmekFOREIGN,1,FOREIGN,
TUR10-0886370,saymak,12,,
TUR10-0886370,düşünmek,2,,
TUR10-0886370,nazarıitibara almakFOREIGN,1,FOREIGN,
TUR10-0886370,itibara almak,1,,
TUR10-0886380,burnunda tütmek,1,,
TUR10-0886380,hasretini çekmek,1,,
TUR10-0886380,gözünde tütmek,1,,
TUR10-0886380,özlemini çekmek,1,,
TUR10-0886390,burnundan düşen bin parça olmak,1,,
TUR10-0886400,burnundan gelmek,1,,
TUR10-0886400,burnundan fitil fitil gelmek,1,,
TUR10-0886410,burnundan getirmek,1,,
TUR10-0886420,burnundan kıl aldırmamak,1,,
TUR10-0886430,burnundan solumak,1,,
TUR10-0886440,burnunu çekmek,1,,
TUR10-0886450,burnunu kırmak,1,,
TUR10-0886455,püf desen uçacak,1,,
TUR10-0886455,burnunu sıksan canı çıkacak,1,,
TUR10-0886480,burnunun dibine sokulmak,1,,
TUR10-0886490,burnunun dikine gitmek,1,,
TUR10-0886490,burnunun doğrusuna gitmek,1,,
TUR10-0886510,burnunun direği sızlamak,1,,
TUR10-0886520,burnunun direğini kırmak,1,,
TUR10-0886530,burnunun ucundan ilerisini görmemek,1,,
TUR10-0886530,burnunun ucundan ötesini görmemek,1,,
TUR10-0886540,burnunun ucunu görmemek,1,,
TUR10-0886540,alkol duvarını aşmak,1,,
TUR10-0886540,küfelik olmak,1,,
TUR10-0886540,zom olmak,1,,
TUR10-0886540,dut gibi olmak,1,,
TUR10-0886540,bulut olmak,1,,
TUR10-0886560,burnunun yeli kırılmak,1,,
TUR10-0886570,burun buruna gelmek,1,,
TUR10-0886610,burun yapmak,1,,
TUR10-0886640,buyur etmek,1,,
TUR10-0886660,buz bağlamak,1,,
TUR10-0886670,buz gibi,1,,
TUR10-0886680,buz kesilmek,1,,
TUR10-0886710,buz üstüne yazı yazmak,1,,
TUR10-0886720,buzdolabı gibi,1,,
TUR10-0886730,buzdolabına kaldırmak,1,,
TUR10-0886740,buzlar çözülmek,1,,
TUR10-0886750,böcek çıkarmak,1,,
TUR10-0886760,böcek gibi,1,,
TUR10-0886770,boca etmek,1,,
TUR10-0886790,bocuk domuzuna dönmek,1,,
TUR10-0886800,bocur bocur kabarmak,1,,
TUR10-0886820,boğa gibi,1,,
TUR10-0886840,boğaya gelmek,1,,
TUR10-0886850,boğaz açmak,1,,
